country,code,urban_pop,gdp_per_capita,pop_est,country.name.en,continent,region,un.regionsub.name,geom
Malaysia,MYS,76.4537,26628.707,34695445,Malaysia,Asia,East Asia & Pacific,South-eastern Asia,"list(list(c(117.9031996, 117.7524519, 117.6854082, 117.9031996, 4.1666362, 4.2629183, 4.166661, 4.1666362)), list(c(102.0905479, 102.0928767, 101.9449057, 101.9434278, 101.8122962, 101.6901216, 101.581293, 101.2761253, 101.1113598, 100.9841692, 101.0847125, 101.1269899, 100.8347203, 100.8125963, 100.423232, 100.178435, 100.1209305, 100.350411, 100.3411852, 100.4270388, 100.3745503, 100.5466606, 100.615451, 100.5587527, 100.6145553, 100.7670944, 100.7028721, 101.0345976, 101.291218, 101.3628746, 101.2712437, 
101.4858106, 101.6991682, 102.2016157, 102.4912429, 102.6770128, 102.7983812, 103.3645135, 103.5049605, 103.8022908, 104.2870929, 104.2670738, 104.1312844, 103.8421051, 103.8187271, 103.6304045, 103.4329008, 103.4253769, 103.463758, 103.3279238, 103.4187486, 103.3879363, 103.4895544, 103.4278849, 103.1012649, 102.844958, 102.4754337, 102.3537517, 102.0905479, 6.241692, 6.1463782, 5.9839797, 5.8716092, 5.7406923, 5.7602069, 5.9343738, 5.8115508, 5.6809567, 5.8089687, 5.9092729, 6.1938737, 6.289113, 
6.4421763, 6.5176031, 6.6964623, 6.4228354, 5.9758858, 5.5766552, 5.2233063, 5.0316111, 4.888752, 4.4499708, 4.3183091, 4.1733149, 4.0908122, 3.9141626, 3.6275011, 3.2833385, 3.0058136, 2.9025052, 2.6937036, 2.601245, 2.2220752, 2.1066757, 1.8841444, 1.8712339, 1.5416204, 1.2728845, 1.490649, 1.3799667, 1.6149616, 1.932484, 2.4458231, 2.5841387, 2.6833008, 2.9357993, 3.3499762, 3.5374756, 3.7391267, 3.9999922, 4.0999736, 4.3008303, 4.8216674, 5.4108057, 5.5862139, 5.9174909, 6.1599093, 6.241692)), 
    list(c(115.0385459, 115.0174968, 114.7770439, 114.8572546, 114.6452853, 114.3334893, 114.2604891, 114.0759284, 113.9396017, 113.6733524, 113.4295407, 113.2745384, 113.0616734, 113.0304579, 112.5745873, 112.0074697, 111.6395576, 111.4295588, 111.4104355, 111.2257852, 111.1595476, 111.2003919, 111.0169957, 110.9978275, 110.7999208, 110.6732677, 110.3566349, 109.9769442, 109.6802409, 109.646204, 109.5535878, 109.6828833, 109.6619685, 109.9797209, 110.1891823, 110.3011906, 110.5752772, 110.8155957, 
    110.9044052, 111.2316073, 111.5233395, 111.6654884, 111.8591404, 111.9358131, 112.1424977, 112.2056003, 112.4862257, 112.7164675, 113.0622108, 113.1830866, 113.5376526, 113.6272235, 114.0001515, 114.2066122, 114.3917103, 114.5855416, 114.7089701, 114.7024315, 114.8814835, 114.8876191, 114.7345874, 114.9174462, 115.2120894, 115.0950651, 115.1477327, 115.3604186, 115.3983967, 115.4988951, 115.5164062, 115.5211982, 115.6207114, 115.5770904, 115.6888748, 115.859955, 115.908592, 116.0799857, 116.1617191, 
    116.3592227, 116.480009, 116.8211394, 116.923071, 117.2230436, 117.4776934, 117.5951656, 117.7137125, 118.003295, 118.2741571, 118.5466763, 118.5699647, 118.2628712, 118.1483101, 118.3274517, 118.6533103, 119.1641774, 119.2720655, 119.2520912, 119.0341206, 118.6929006, 118.3591598, 118.1345162, 117.9770507, 117.7258046, 117.6053766, 117.7033223, 117.7378967, 117.5641741, 117.2861911, 117.1524618, 116.9541521, 116.7591116, 116.637564, 116.6417291, 116.480009, 116.3469068, 116.1041699, 116.0257954, 
    115.9029042, 115.783372, 115.5958107, 115.3620309, 115.3695996, 115.5774487, 115.5420682, 115.3230228, 115.1584812, 115.2898368, 115.2729975, 115.1448217, 115.0385459, 4.7951017, 4.8944376, 4.7283894, 4.2680577, 4.0052308, 4.3486238, 4.5068512, 4.5871939, 4.2849902, 3.9395614, 3.7557862, 3.4824324, 3.2820474, 3.1808494, 3.0133364, 2.8937162, 2.8391696, 2.7016733, 2.4266064, 2.4420493, 2.1674541, 2.0908108, 1.6549343, 1.4882407, 1.5836786, 1.5653309, 1.719561, 1.6858449, 1.8608311, 2.0789927, 
    1.8588449, 1.7859753, 1.6174941, 1.2991027, 1.1830825, 0.9959555, 0.8540896, 0.9234584, 1.0271641, 1.0865024, 0.9558587, 1.0457601, 1.0037763, 1.1221303, 1.1374242, 1.438461, 1.5796814, 1.5616316, 1.5552012, 1.3772605, 1.322416, 1.2213173, 1.4458348, 1.4107532, 1.5205913, 1.4453879, 1.6380266, 1.8112997, 1.9202688, 2.0195302, 2.1471202, 2.2550217, 2.5733137, 2.6979492, 2.9080915, 2.9819293, 2.9788754, 3.0351352, 3.0609809, 3.1897626, 3.4145532, 3.7425033, 4.1749535, 4.2803722, 4.3910048, 4.2772439, 
    4.3799564, 4.3869082, 4.303611, 4.3383948, 4.362428, 4.362726, 4.1695659, 4.1704597, 4.3616336, 4.2245842, 4.3237712, 4.3503617, 4.5237589, 4.6641352, 4.8887272, 5.0328773, 4.9329207, 5.1053992, 5.2124814, 5.3790509, 5.4103836, 5.5808263, 5.8245605, 5.8558435, 6.0641486, 5.8995901, 6.1641548, 6.2295264, 6.4241513, 6.5279562, 6.6191735, 7.007033, 6.6904292, 7.0287573, 6.8671285, 6.7303026, 6.4779531, 6.397089, 6.1162621, 5.8312144, 5.7624663, 5.5362108, 5.5762331, 5.3916386, 5.3049649, 5.1862384, 
    5.074141, 4.8932459, 4.8956045, 4.6061871, 4.4509142, 4.3766047, 4.7951017)), list(c(117.2316424, 117.0570241, 117.0866273, 117.2736511, 117.2316424, 7.3587184, 7.2874875, 7.1345733, 7.2224884, 7.3587184)))"
Maldives,MDV,NA,NA,524067,Maldives,Asia,South Asia,Southern Asia,"list(c(73.0870717, 73.0762336, 73.092849, 73.0995668, 73.0854146, 73.0870717, -0.5833144, -0.5933697, -0.6242057, -0.6133312, -0.5991545, -0.5833144))"
Mali,MLI,43.95727,1651.9413,23072588,Mali,Africa,Sub-Saharan Africa,Sub-Saharan Africa,"list(c(-4.8341142, -6.5718775, -6.4566895, -6.3587438, -6.217401, -6.0198078, -5.9076204, -5.7351966, -5.6090361, -5.3333371, -5.4999836, -6.7310896, -8.0000841, -9.3312407, -9.4010164, -9.922408, -10.5188601, -10.9930032, -11.2517284, -11.410851, -11.7039267, -11.8445528, -11.7984687, -12.0566117, -12.2399632, -12.1728746, -12.2007312, -12.1026063, -11.9747888, -12.0089601, -11.9488133, -12.0726001, -11.828251, -11.6304786, -11.3969675, -11.4214651, -11.3768141, -11.4939279, -11.2250811, -11.0365794, 
-10.9224661, -10.7735099, -10.5826345, -10.3099809, -9.6945847, -9.637125, -9.3501849, -9.1568015, -8.9333672, -8.9693298, -8.9031818, -8.7722293, -8.8491706, -8.7012892, -8.6149429, -8.3720269, -8.5506311, -8.6751793, -8.3426924, -8.2598842, -8.3292568, -8.2303707, -7.9852601, -7.9793485, -7.7573024, -7.6242898, -7.4551353, -7.3259294, -7.1415927, -7.049066, -6.9448952, -6.6777502, -6.674033, -6.3974832, -6.2274778, -6.176288, -6.2298514, -5.9845169, -5.8738074, -5.6495669, -5.5131953, -5.4708731, 
-5.451705, -5.4886529, -5.2596204, -5.2033251, -5.2919554, -5.2781167, -5.1089623, -4.6296241, -4.5799571, -4.3969191, -4.3647184, -4.4804887, -4.232915, -4.218091, -4.3469386, -4.1005293, -3.9596344, -3.5220362, -3.4374814, -3.2342452, -3.278314, -3.2468747, -3.0299342, -2.875335, -2.9064608, -2.8388797, -2.4741921, -2.1027867, -1.9972275, -1.980433, -1.6779076, -1.3181912, -1.0717819, -0.7248294, -0.2456703, 0.2443716, 0.5146515, 0.6876575, 0.9999909, 1.3115182, 2.6363601, 3.019947, 3.0315017, 
3.4931496, 3.536905, 3.7224509, 3.8562249, 3.9775038, 3.9860578, 4.0971256, 4.1998633, 4.1969523, 4.2666832, 4.2666832, 4.2666832, 3.357629, 3.1633947, 3.1789352, 3.2627735, 3.258071, 2.6977608, 2.5621506, 2.4016397, 2.2734639, 2.0022883, 1.7977981, 1.6682339, 1.5911135, 1.1782816, 1.1666822, 0.3501547, -0.425439, -1.8264608, -3.1738745, -4.0983348, -4.8341142, 25.000665, 25.0000691, 23.9717772, 23.2011727, 21.9615467, 20.2133734, 19.1867698, 17.6677568, 16.5001562, 16.3333384, 15.4999941, 15.4999693, 
15.4999445, 15.5016079, 15.4388433, 15.4000872, 15.4512076, 15.2317797, 15.4193287, 15.63682, 15.5398427, 15.0961207, 14.9081993, 14.721271, 14.7644713, 14.6101667, 14.4063803, 14.3750973, 14.1842958, 13.9857481, 13.8125744, 13.7156219, 13.3253541, 13.3957161, 13.013269, 12.6629491, 12.4126603, 12.213194, 11.9980365, 12.2147085, 12.2257568, 11.9477106, 12.024776, 12.2234727, 12.0323484, 12.1768709, 12.2496163, 12.4897505, 12.3248196, 12.1925869, 12.0439678, 11.9768087, 11.6536007, 11.6455565, 11.4763304, 
11.3887132, 11.2115422, 11.0035599, 11.0623024, 10.8913632, 10.7714202, 10.4194865, 10.3433894, 10.170315, 10.2942801, 10.4614206, 10.4505709, 10.24023, 10.2494411, 10.147821, 10.3502667, 10.3395907, 10.6003817, 10.5985693, 10.7048073, 10.5009961, 10.3073395, 10.1983455, 10.3556791, 10.4680993, 10.4307832, 10.5466296, 10.9008474, 11.0832323, 11.2408141, 11.5321929, 11.6316033, 11.8505346, 11.9651148, 12.0596342, 12.2018973, 12.3103202, 12.5342171, 12.6580332, 12.7345524, 12.9623224, 13.1196312, 13.3870263, 
13.4729304, 13.1658109, 13.2766917, 13.2888821, 13.5568483, 13.6841155, 13.6144736, 13.6539001, 13.8205689, 14.0540742, 14.2998443, 14.1467563, 14.1932835, 14.4756498, 14.5014707, 14.7297869, 14.7850783, 15.0840296, 15.0789399, 14.914009, 14.9974055, 14.944274, 15.0000124, 15.2781331, 15.3468068, 15.3381915, 15.4285646, 15.3578799, 15.4851719, 15.6590657, 15.6863266, 15.9350761, 16.0808399, 16.3232087, 16.3950602, 16.81028, 17.0017518, 17.9843854, 19.1455556, 18.9681364, 19.1145458, 19.3662497, 19.4390448, 
19.8166008, 20.066393, 20.033099, 20.1174886, 20.2988555, 20.2424468, 20.2978872, 20.4064094, 20.600364, 20.7263153, 21.1138768, 21.6692742, 22.1891678, 23.1092355, 23.9707841, 24.5485761, 25.000665))"
Malta,MLT,88.67414,34496.34,528148,Malta,Europe,Middle East & North Africa,Southern Europe,"list(c(14.3736742, 14.3361441, 14.454064, 14.5769552, 14.3736742, 35.9941059, 35.8807671, 35.8186728, 35.8624442, 35.9941059))"
Marshall Islands,MHL,NA,NA,40058,Marshall Islands,Oceania,East Asia & Pacific,Micronesia,"list(c(171.0562202, 171.0462331, 171.0412619, 171.0562202, 7.1349705, 7.1591776, 7.1558258, 7.1349705))"
Martinique,MTQ,97.75632,NA,349407,NA,NA,NA,NA,list()
Mauritania,MRT,48.698624,3680.3662,4875590,Mauritania,Africa,Sub-Saharan Africa,Sub-Saharan Africa,"list(c(-8.6676106, -8.6676106, -9.713932, -10.9048655, -12.0008539, -12.0008539, -12.0008539, -12.5819893, -13.1080835, -13.1502713, -13.0792865, -13.0287237, -13.0008224, -13.8791986, -14.8714192, -16.226536, -16.9474019, -17.0687256, -17.0503636, -16.9443565, -16.7775309, -16.6767637, -16.5353314, -16.3808665, -16.2030237, -16.2724411, -16.5118191, -16.2534968, -16.0584116, -16.0202544, -16.0844319, -16.4422225, -16.519343, -16.5090871, -16.3875396, -16.2784871, -16.0561276, -15.7320156, -15.2295233, 
-15.1210083, -14.4938783, -14.3264704, -13.9962228, -13.8686292, -13.7168067, -13.3759002, -13.2517998, -12.9630236, -12.8454619, -12.4629497, -12.4536791, -12.2399632, -12.0566117, -11.7984687, -11.8445528, -11.7039267, -11.410851, -11.2517284, -10.9930032, -10.5188601, -9.922408, -9.4010164, -9.3312407, -8.0000841, -6.7310896, -5.4999836, -5.3333371, -5.6090361, -5.7351966, -5.9076204, -6.0198078, -6.217401, -6.3587438, -6.4566895, -6.5718775, -4.8341142, -6.3007467, -7.5008164, -8.6676106, 27.3158799, 
26.0005788, 26.0005788, 26.0005788, 26.0005788, 24.8801013, 23.4522312, 23.2717084, 22.9352921, 22.7602811, 22.520842, 22.013263, 21.3340247, 21.3339502, 21.3338757, 21.3337764, 21.3342482, 20.8953179, 20.7699873, 21.1344094, 20.924714, 20.6798377, 20.5585788, 20.5230751, 20.1911277, 19.731516, 19.3505586, 19.0717427, 18.4677822, 17.9791716, 17.5115156, 16.6125019, 16.2809518, 16.0606301, 16.2197513, 16.5164929, 16.4798968, 16.4898279, 16.5541318, 16.6394152, 16.6149847, 16.6331834, 16.3475895, 16.1892876, 
16.1833538, 16.0579239, 15.6603567, 15.5017569, 15.2002732, 14.9875489, 14.8964557, 14.7644713, 14.721271, 14.9081993, 15.0961207, 15.5398427, 15.63682, 15.4193287, 15.2317797, 15.4512076, 15.4000872, 15.4388433, 15.5016079, 15.4999445, 15.4999693, 15.4999941, 16.3333384, 16.5001562, 17.6677568, 19.1867698, 20.2133734, 21.9615467, 23.2011727, 23.9717772, 25.0000691, 25.000665, 25.9002994, 26.6238056, 27.3158799))"
Mauritius,MUS,49.238804,20643.094,1276075,Mauritius,Africa,Sub-Saharan Africa,Sub-Saharan Africa,"list(c(57.612908, 57.364976, 57.4168823, 57.6516026, 57.8049031, 57.612908, -19.9824716, -20.281249, -20.5117998, -20.4896037, -20.2258086, -19.9824716))"
Mayotte,MYT,100,NA,305239,NA,NA,NA,NA,list()
Mexico,MEX,81.779785,16235.455,128613066,Mexico,Americas,Latin America & Caribbean,Latin America and the Caribbean,"list(list(c(-86.7343938, -86.9273741, -87.0199903, -86.9302404, -86.7343938, 20.5686589, 20.5541098, 20.4166632, 20.3115176, 20.5686589)), list(c(-112.2875576, -112.4777612, -112.490122, -112.5832309, -112.3107565, -112.1960163, -112.2875576, 29.2233978, 29.1706884, 28.9574923, 28.8725069, 28.7449914, 29.0042679, 29.2233978)), list(c(-113.5323232, -113.6099811, -113.2710899, -113.1999259, -113.3598098, -113.5323232, 29.5723274, 29.4339622, 29.0750767, 29.2791362, 29.3066205, 29.5723274)), list(c(-97.2284204, 
-97.5202421, -97.6675413, -98.2499755, -98.4618552, -98.6700626, -98.8046427, -99.1110197, -99.208831, -99.4495525, -99.5391681, -99.7105171, -100.0885507, -100.2939814, -100.3359901, -100.6515032, -100.6642223, -100.7973245, -101.4509675, -102.1439769, -102.3007258, -102.4045831, -102.6771471, -102.9062692, -103.1539773, -103.4159719, -104.1684563, -104.2089423, -104.5081088, -104.6799952, -104.7062395, -104.8594503, -104.8720798, -105.122475, -105.3923967, -105.6487483, -105.7693554, -105.9539161, 
-106.2185082, -106.3820645, -106.5279754, -108.2084581, -108.2084581, -109.9328754, -111.0749928, -111.8793387, -113.1553196, -114.8137232, -114.7195395, -115.8793919, -117.1246949, -117.0261222, -116.9238323, -116.8618493, -116.6227848, -116.6883955, -116.5272576, -116.311795, -116.3409055, -116.0762685, -116.0492182, -115.8362636, -115.8119451, -115.7006086, -115.5064191, -114.9812654, -114.5993802, -114.4924327, -114.0480719, -114.1173101, -114.3454918, -114.4956125, -114.9882519, -115.0269465, 
-114.5951704, -114.4888051, -114.1805471, -114.0087055, -113.7880031, -113.737709, -113.5513122, -113.4604426, -113.1451534, -113.0661967, -112.4975116, -112.3524965, -112.1952101, -112.0718711, -112.0805595, -112.1824911, -111.9348726, -111.7972918, -111.0187423, -110.5671711, -110.3296741, -110.1749853, -110.1044931, -109.8974949, -109.4603446, -109.4245163, -109.520357, -109.6878096, -109.7012901, -109.8330487, -109.8324665, -110.328017, -110.3045495, -110.5599158, -110.6830309, -110.7421924, 
-110.665475, -110.7039905, -110.9040917, -111.0283712, -111.1958686, -111.3312997, -111.3228352, -111.5688862, -111.5621236, -111.8214311, -112.0069323, -112.29123, -112.3310443, -112.5963082, -112.7747333, -112.7867358, -112.8510924, -113.1078471, -113.2558629, -113.5588361, -113.5403846, -113.6378824, -113.9978227, -114.2835536, -114.3430286, -114.5672691, -114.6704099, -114.6327902, -114.6979529, -114.7194499, -114.889948, -114.8823792, -114.786628, -114.8126483, -114.6191754, -114.2720437, -114.023843, 
-113.903012, -113.6403008, -113.5503717, -113.102025, -113.072601, -113.1287171, -113.0825881, -112.86099, -112.7552964, -112.7513553, -112.3898475, -112.4047163, -112.2379354, -112.1584861, -111.9055829, -111.69124, -111.4946768, -111.2527461, -111.0795609, -110.5678429, -110.625616, -110.4793021, -110.2843512, -109.9197085, -109.8539187, -109.6978864, -109.5247908, -109.2872042, -109.216488, -109.4533581, -109.4367427, -109.1521314, -108.7788003, -108.7659021, -108.2587969, -108.0546651, -107.9946078, 
-108.0200907, -107.7521844, -107.4932352, -107.5137469, -107.1747214, -106.8863034, -106.492371, -106.413056, -105.8165592, -105.6754404, -105.6556005, -105.4249556, -105.1916237, -105.2474711, -105.239141, -105.4540214, -105.4786533, -105.2345281, -105.3707205, -105.6165028, -105.695773, -105.552191, -105.4844755, -105.2013869, -105.1104277, -104.9565451, -104.7039106, -104.4545455, -104.1341059, -103.7961552, -103.6081013, -103.5265023, -102.7786308, -102.1306308, -102.0012906, -101.8040109, -101.6515613, 
-101.4532068, -101.2044239, -101.0535866, -100.0209695, -99.6938569, -99.4607937, -99.0361385, -98.7201774, -98.4681252, -98.0844486, -97.7896263, -97.1341919, -96.8500733, -96.4977465, -96.252412, -95.768864, -95.4404974, -95.1462125, -94.8061569, -94.3997294, -94.0922776, -93.855945, -93.4273039, -93.1997493, -92.6071936, -92.2311305, -92.1463965, -92.1819561, -92.0595576, -92.2106188, -91.7315941, -90.4421775, -90.3967651, -90.5854908, -90.6834813, -91.1760759, -91.2771118, -90.9878429, -90.9878429, 
-89.1519548, -89.1519548, -89.0009384, -88.8599539, -88.7169989, -88.4743964, -88.3178714, -88.0741044, -88.006165, -88.0821658, -87.7614127, -87.7121936, -87.5506078, -87.4556628, -87.7481562, -87.4582603, -87.4661873, -87.2833285, -87.093528, -86.8739003, -86.751457, -86.8543739, -86.9979111, -87.2414542, -88.1479556, -88.2565602, -88.6217404, -88.7561861, -89.1471179, -89.6681513, -90.0992557, -90.3470533, -90.4969948, -90.51052, -90.6664628, -90.7455538, -91.229281, -91.4489086, -91.2460755, 
-91.3229273, -91.6123754, -91.8779528, -91.8583816, -91.9812727, -92.4286341, -92.7068859, -92.7804683, -93.1521872, -93.449607, -93.5954283, -93.8844733, -94.281272, -94.6004128, -94.8053508, -95.0097514, -95.1928341, -95.8034831, -95.9363614, -95.9711597, -96.3096478, -96.4480795, -96.7828504, -97.1452091, -97.4872352, -97.6639136, -97.5810159, -97.7345402, -97.885691, -97.7613667, -97.7655765, -97.7362421, -97.776325, -97.7533949, -97.8675529, -97.7091917, -97.7533501, -97.5762686, -97.395873, 
-97.2058037, -97.1457465, -97.2248823, -97.2284204, 25.9588433, 25.8859986, 26.0288328, 26.0725545, 26.2261143, 26.236691, 26.3676823, 26.4264, 26.7248298, 27.068918, 27.60274, 27.6576838, 28.1478089, 28.2845603, 28.4303987, 28.9450536, 29.076467, 29.2468104, 29.7520308, 29.8035484, 29.8777338, 29.765115, 29.7414542, 29.2620547, 28.9713214, 29.0378847, 29.3961991, 29.4805639, 29.6323858, 29.9210086, 30.2348069, 30.3902288, 30.5113386, 30.7520936, 30.8564447, 31.1158701, 31.1648553, 31.3648927, 31.4792743, 
31.7327162, 31.7838863, 31.7836876, 31.3333615, 31.3340566, 31.3323435, 31.5889137, 31.9825085, 32.4940599, 32.7187265, 32.6360748, 32.5343058, 32.2675313, 32.2252993, 31.9909996, 31.854844, 31.5479479, 31.4335167, 31.1516221, 30.969709, 30.8167948, 30.4713659, 30.3387856, 29.9629428, 29.7646681, 29.6145098, 29.3797631, 28.973829, 28.930579, 28.4593479, 28.1138694, 27.8643006, 27.7721399, 27.8248989, 27.7381258, 27.4720714, 27.2249605, 27.1380137, 26.9732814, 26.917121, 26.7994125, 26.7181263, 26.8288582, 
26.7452383, 26.6013613, 26.2278274, 26.1835844, 25.9859553, 25.6509044, 25.2422144, 24.8189009, 24.7358023, 24.5446533, 24.0879215, 23.6739432, 23.5591396, 23.3219102, 23.0235548, 22.8728005, 23.1972003, 23.4466946, 23.5837439, 23.649612, 23.79694, 23.9180251, 24.0616786, 24.3361744, 24.1814974, 24.2113156, 24.3587181, 24.6160579, 24.7654467, 24.9206203, 25.1389309, 25.4530271, 25.6146807, 25.8309555, 26.0957189, 26.5619596, 26.6962034, 26.897085, 26.9512592, 27.3665037, 27.5165379, 27.6513776, 27.8595833, 
28.1968438, 28.4186055, 28.5094503, 28.8397839, 28.9506151, 29.0595842, 29.283779, 29.5795522, 29.771322, 29.7464197, 30.0108107, 30.1970687, 30.4996696, 30.622716, 30.9320701, 31.1222509, 31.4046172, 31.6213636, 31.8211527, 31.7623357, 31.5404003, 31.4922096, 31.6133443, 31.4758977, 31.295375, 31.1966597, 31.0682505, 30.8074843, 30.664675, 30.3943998, 30.1721416, 29.9145286, 29.4967516, 29.3347752, 29.3081598, 28.959702, 28.7854607, 28.4496402, 28.3860066, 28.0524703, 27.932999, 27.8762179, 27.5978489, 
27.2846713, 27.143873, 27.0621152, 26.7895559, 26.677235, 26.7581239, 26.532787, 26.3398007, 25.9546971, 25.7996725, 25.6092931, 25.5434498, 25.4271814, 25.1984182, 25.0717469, 24.9636965, 24.6755205, 24.4960653, 24.4477505, 24.3291978, 24.0996154, 23.8229843, 23.3337778, 23.1938982, 22.6450057, 22.3368185, 22.0180547, 21.5997812, 21.4597774, 21.344502, 21.062384, 20.8765978, 20.7523099, 20.6220634, 20.5031384, 20.470614, 20.3882106, 20.2129762, 19.973264, 19.6266434, 19.5820031, 19.3211377, 19.1810594, 
19.1085871, 18.94887, 18.7376353, 18.5138377, 18.3262887, 18.0795006, 17.9187905, 17.973064, 17.8755156, 17.6663416, 17.5288951, 17.4218625, 17.2701648, 16.9180077, 16.7020309, 16.6846266, 16.5936824, 16.4682029, 16.2802814, 16.1736461, 15.9574211, 15.8793874, 15.7189751, 15.6385331, 15.6653719, 15.8938123, 15.9752474, 16.1804738, 16.2145127, 16.1655275, 16.0197636, 15.9532748, 15.6606547, 15.4673208, 14.8843646, 14.5359316, 14.662305, 14.8468995, 15.0709702, 15.2606544, 16.0738881, 16.0740371, 16.3746022, 
16.4697919, 16.6897659, 17.0159781, 17.1800152, 17.2512957, 17.8157055, 17.8156807, 17.939472, 17.9848075, 17.8941613, 18.0604329, 18.4936279, 18.4878431, 18.8519424, 18.6617616, 18.4777382, 18.4176549, 18.7047882, 19.1034726, 19.5935232, 19.5893273, 19.8648411, 20.1338749, 20.4468042, 20.5949763, 20.8437506, 21.1412122, 21.2592931, 21.5699134, 21.4224861, 21.6262476, 21.5662637, 21.5237834, 21.4272033, 21.3555504, 21.2928851, 21.1571516, 21.0023753, 20.5171164, 19.8698067, 19.7621783, 19.3194494, 
18.9768261, 18.8735922, 18.7388767, 18.5613084, 18.4377158, 18.4961604, 18.6152095, 18.7186669, 18.6647906, 18.5972094, 18.5005301, 18.4421103, 18.4462317, 18.3371881, 18.2906112, 18.1765276, 18.1912505, 18.5404283, 18.5587264, 18.7188903, 18.7487333, 18.9046766, 19.0513342, 19.3388399, 19.8572935, 20.2466923, 20.6249683, 21.3418206, 21.6345898, 21.7925689, 22.0163664, 22.644385, 22.8915952, 23.3785423, 23.7694805, 23.8972194, 24.3788286, 24.5238724, 24.6588859, 24.9796607, 25.3218123, 25.4038929, 
25.6256794, 25.9575523, 25.9591909, 25.9588433)))"
Micronesia (country),FSM,NA,NA,112081,Micronesia (Federated States of),Oceania,East Asia & Pacific,Micronesia,"list(c(158.1795653, 158.155426, 158.2899614, 158.2799742, 158.1795653, 6.9832728, 6.8050342, 6.7854203, 6.9262434, 6.9832728))"
Moldova,MDA,54.525288,6674.871,3039946,Moldova,Europe,Europe & Central Asia,Eastern Europe,"list(c(28.2129019, 28.5152481, 28.5215629, 28.7857072, 28.7765262, 28.9787771, 29.0670939, 28.9306775, 29.1635616, 29.4480833, 29.6789969, 29.9377669, 29.9742671, 29.8840692, 29.5958752, 29.5518959, 29.3983715, 29.2175281, 29.1750267, 29.0327883, 28.8411067, 28.230189, 27.8693978, 27.5817859, 27.2866053, 26.8822827, 26.6302752, 26.8301525, 27.1545332, 27.3151336, 27.8059369, 28.096415, 28.2515964, 28.2605983, 28.1114629, 28.108731, 28.2129019, 45.4674414, 45.4998913, 45.7378407, 45.8323103, 45.9707004, 
46.0033737, 46.1956152, 46.4577965, 46.5155707, 46.4987375, 46.3613406, 46.4936726, 46.7539174, 46.8860508, 46.9636376, 47.2514908, 47.3003767, 47.6121639, 47.993742, 47.9426216, 48.1255774, 48.2096691, 48.406901, 48.4913402, 48.371571, 48.4152431, 48.2598212, 48.2275203, 47.987535, 47.643, 47.1377299, 46.9780377, 46.6211632, 46.4371398, 46.2323851, 45.8310938, 45.4674414))"
